session_name,topic,practice_url,question_number,question,option_1,option_2,option_3
Fill in the blanks to correctly calculate and use thresholds for outlier removal:,Python,https://app.datacamp.com/learn/practice/p/ab577814-b079-459d-8419-f511cf159403,1,Fill in the blanks to correctly calculate and use thresholds for outlier removal: train_mean = train['Value'].mean() train_std = train['Value'].std() cutoff = train_std * 2 lower = train_mean - cutoff upper = train_mean + cutoff filtered = test[(test['Value'] > ?,) & (test['Value'] < )] train_mean train_std upper lower Clear Keyboard Shortcuts List,,
Fill in the blanks to correctly calculate and use thresholds for outlier removal:,Python,https://app.datacamp.com/learn/practice/p/ab577814-b079-459d-8419-f511cf159403,2,Fill in the blanks to correctly calculate and use thresholds for outlier removal: train_mean = train['Value'].mean() train_std = train['Value'].std() cutoff = train_std * 2 lower = train_mean - cutoff upper = train_mean + cutoff filtered = test[(test['Value'] > ?,) & (test['Value'] < )] train_mean train_std upper lower Clear Keyboard Shortcuts List,,
Fill in the blanks to correctly calculate and use thresholds for outlier removal:,Python,https://app.datacamp.com/learn/practice/p/ab577814-b079-459d-8419-f511cf159403,3,Fill in the blanks to correctly calculate and use thresholds for outlier removal: train_mean = train['Value'].mean() train_std = train['Value'].std() cutoff = train_std * 2 lower = train_mean - cutoff upper = train_mean + cutoff filtered = test[(test['Value'] > ?,) & (test['Value'] < )] train_mean train_std upper lower Clear Keyboard Shortcuts List,,
You'll fetch and display New York weather in a vanilla JS widget. Start by defining constants for the API key placeholder and base URL.,Theory,https://app.datacamp.com/learn/practice/p/946c58c1-d5df-4df0-9162-edfddc8fdefb,1,"You'll fetch and display New York weather in a vanilla JS widget. Start by defining constants for the API key placeholder and base URL. // Build your code below: const API_KEY = ""YOUR_API_KEY""; const BASE_URL = ""https://api.openweathermap.org/data/2.5/weather""; let API_KEY = ""YOUR_API_KEY""; let BASE_URL = ""api.openweathermap.org/data/2.5/weather""; const API_KEY = YOUR_API_KEY; const BASE_URL = ""https://api.openweathermap.org/data/2.5/weather""; const API_KEY = ""YOUR_API_KEY""; const BASE_URL = ""https://api.openweathermap.org/data/2.5/forecast"";","You'll fetch and display New York weather in a vanilla JS widget. Start by defining constants for the API key placeholder and base URL. // Build your code below: const API_KEY = ""YOUR_API_KEY""; const BASE_URL = ""https://api.openweathermap.org/data/2.5/weather""; let API_KEY = ""YOUR_API_KEY""; let BASE_URL = ""api.openweathermap.org/data/2.5/weather""; const API_KEY = YOUR_API_KEY; const BASE_URL = ""https://api.openweathermap.org/data/2.5/weather""; const API_KEY = ""YOUR_API_KEY""; const BASE_URL = ""https://api.openweathermap.org/data/2.5/forecast"";",,
You'll fetch and display New York weather in a vanilla JS widget. Start by defining constants for the API key placeholder and base URL.,Theory,https://app.datacamp.com/learn/practice/p/946c58c1-d5df-4df0-9162-edfddc8fdefb,2,"You'll fetch and display New York weather in a vanilla JS widget. Start by defining constants for the API key placeholder and base URL. // Build your code below: const API_KEY = ""YOUR_API_KEY""; const BASE_URL = ""https://api.openweathermap.org/data/2.5/weather""; let API_KEY = ""YOUR_API_KEY""; let BASE_URL = ""api.openweathermap.org/data/2.5/weather""; const API_KEY = YOUR_API_KEY; const BASE_URL = ""https://api.openweathermap.org/data/2.5/weather""; const API_KEY = ""YOUR_API_KEY""; const BASE_URL = ""https://api.openweathermap.org/data/2.5/forecast"";","You'll fetch and display New York weather in a vanilla JS widget. Start by defining constants for the API key placeholder and base URL. // Build your code below: const API_KEY = ""YOUR_API_KEY""; const BASE_URL = ""https://api.openweathermap.org/data/2.5/weather""; let API_KEY = ""YOUR_API_KEY""; let BASE_URL = ""api.openweathermap.org/data/2.5/weather""; const API_KEY = YOUR_API_KEY; const BASE_URL = ""https://api.openweathermap.org/data/2.5/weather""; const API_KEY = ""YOUR_API_KEY""; const BASE_URL = ""https://api.openweathermap.org/data/2.5/forecast"";",,
You'll fetch and display New York weather in a vanilla JS widget. Start by defining constants for the API key placeholder and base URL.,Theory,https://app.datacamp.com/learn/practice/p/946c58c1-d5df-4df0-9162-edfddc8fdefb,3,"You'll fetch and display New York weather in a vanilla JS widget. Start by defining constants for the API key placeholder and base URL. // Build your code below: const API_KEY = ""YOUR_API_KEY""; const BASE_URL = ""https://api.openweathermap.org/data/2.5/weather""; let API_KEY = ""YOUR_API_KEY""; let BASE_URL = ""api.openweathermap.org/data/2.5/weather""; const API_KEY = YOUR_API_KEY; const BASE_URL = ""https://api.openweathermap.org/data/2.5/weather""; const API_KEY = ""YOUR_API_KEY""; const BASE_URL = ""https://api.openweathermap.org/data/2.5/forecast"";","You'll fetch and display New York weather in a vanilla JS widget. Start by defining constants for the API key placeholder and base URL. // Build your code below: const API_KEY = ""YOUR_API_KEY""; const BASE_URL = ""https://api.openweathermap.org/data/2.5/weather""; let API_KEY = ""YOUR_API_KEY""; let BASE_URL = ""api.openweathermap.org/data/2.5/weather""; const API_KEY = YOUR_API_KEY; const BASE_URL = ""https://api.openweathermap.org/data/2.5/weather""; const API_KEY = ""YOUR_API_KEY""; const BASE_URL = ""https://api.openweathermap.org/data/2.5/forecast"";",,
Report an issue,R,https://practice.datacamp.com/p/155,1,Let's Practice Machine Learning with caret in R Get 5 Challenges Correct z No Time Limits Earn XP,Let's Practice Machine Learning with caret in R Get 5 Challenges Correct No Time Limits Earn XP,,
Machine Learning with caret in R,R,https://practice.datacamp.com/p/155,2,"Some binary classification models can yield prediction in a probability term, ranging from to 1. How should the probability be turned into classes with a discrimination threshold?",It is the median value of the distribution,"It is almost always 0.5, except for rare instances","It is arbitrary, depending on specific needs"
Machine Learning with caret in R,R,https://practice.datacamp.com/p/155,3,"Some binary classification models can yield prediction in a probability term, ranging from to 1. How should the probability be turned into classes with a discrimination threshold?",It is the median value of the distribution,"It is almost always 0.5, except for rare instances","It is arbitrary, depending on specific needs"
"A university lab runs a 6-month study with interviews. After publication, the PI proposes new handling of participant contact details (names/emails). Which proposals best reflect the Article 5 principles of storage limitation, accuracy, integrity/confidentiality, and accountability? Select all that apply.",Theory,https://app.datacamp.com/learn/practice/p/b4b65c06-f512-4af3-a523-d27a027b9375,1,"A university lab runs a 6-month study with interviews. After publication, the PI proposes new handling of participant contact details (names/emails). Which proposals best reflect the Article 5 principles of storage limitation, accuracy, integrity/confidentiality, and accountability? Select all that apply. Document decisions and be able to demonstrate compliance Set a maximum retention period for contact data, then delete Encrypt the contact list and restrict access to the research team Keep contact data forever in case of future studies Keyboard Shortcuts List","A university lab runs a 6-month study with interviews. After publication, the PI proposes new handling of participant contact details (names/emails). Which proposals best reflect the Article 5 principles of storage limitation, accuracy, integrity/confidentiality, and accountability? Select all that apply. Document decisions and be able to demonstrate compliance Set a maximum retention period for contact data, then delete Encrypt the contact list and restrict access to the research team Keep contact data forever in case of future studies Keyboard Shortcuts List",,
"A university lab runs a 6-month study with interviews. After publication, the PI proposes new handling of participant contact details (names/emails). Which proposals best reflect the Article 5 principles of storage limitation, accuracy, integrity/confidentiality, and accountability? Select all that apply.",Theory,https://app.datacamp.com/learn/practice/p/b4b65c06-f512-4af3-a523-d27a027b9375,2,"A university lab runs a 6-month study with interviews. After publication, the PI proposes new handling of participant contact details (names/emails). Which proposals best reflect the Article 5 principles of storage limitation, accuracy, integrity/confidentiality, and accountability? Select all that apply. Document decisions and be able to demonstrate compliance Set a maximum retention period for contact data, then delete Encrypt the contact list and restrict access to the research team Keep contact data forever in case of future studies Keyboard Shortcuts List","A university lab runs a 6-month study with interviews. After publication, the PI proposes new handling of participant contact details (names/emails). Which proposals best reflect the Article 5 principles of storage limitation, accuracy, integrity/confidentiality, and accountability? Select all that apply. Document decisions and be able to demonstrate compliance Set a maximum retention period for contact data, then delete Encrypt the contact list and restrict access to the research team Keep contact data forever in case of future studies Keyboard Shortcuts List",,
"A university lab runs a 6-month study with interviews. After publication, the PI proposes new handling of participant contact details (names/emails). Which proposals best reflect the Article 5 principles of storage limitation, accuracy, integrity/confidentiality, and accountability? Select all that apply.",Theory,https://app.datacamp.com/learn/practice/p/b4b65c06-f512-4af3-a523-d27a027b9375,3,"A university lab runs a 6-month study with interviews. After publication, the PI proposes new handling of participant contact details (names/emails). Which proposals best reflect the Article 5 principles of storage limitation, accuracy, integrity/confidentiality, and accountability? Select all that apply. Document decisions and be able to demonstrate compliance Set a maximum retention period for contact data, then delete Encrypt the contact list and restrict access to the research team Keep contact data forever in case of future studies Keyboard Shortcuts List","A university lab runs a 6-month study with interviews. After publication, the PI proposes new handling of participant contact details (names/emails). Which proposals best reflect the Article 5 principles of storage limitation, accuracy, integrity/confidentiality, and accountability? Select all that apply. Document decisions and be able to demonstrate compliance Set a maximum retention period for contact data, then delete Encrypt the contact list and restrict access to the research team Keep contact data forever in case of future studies Keyboard Shortcuts List",,
